Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
205744,B00080MJAG,A23KLK7OTHDL2U,"Kate Witt ""SnakeGrrl""",7,7,5,1211587200,"Wonderful flavor, and caffine free too!","Tastes very tropical.  Hibiscus is naturally a very sour herb, though, be warned.  Sweetener of some sort brings out the complexity, so that you can taste something besides sour.  I recommend putting honey in it.  It's a all around great tea, good for kids or people who can't handle caffine.  I typically have it at night b/c I can't have caffine after four in the evening.  It's good for colds, too, b/c it has vitamin C in it naturally."
189229,B002WF9P8E,A3PUZHFZZB5NW8,benedicta,0,0,5,1327708800,"said to be produced without slavery; helpful product, no fructose corn-syrup' and  tastes great","Lucky to find this ""true and authentic hot cocoa mix"". I was looking for cocoa mixes without corn syrup or dry milk.  Think I've found it in this product.<br />The Omanhene organization has a website under that name, and the package label says the company works out of the state of Wisconsin.<br />The label has lots of very interesting facts, such as:<br /><br />A) ""In a unique process, our beans are fermented between banana leaves and dried in the warm African sun.  Then we roast, grind and press the beans to extract the finest natural cocoa powder available anywhere.....""<br />B). ""Omanhene"" (OH -mahn-HEE-nee) comes from the Twi language and is the title for the traditional king or chief, the repository of ethical and moral authority in Ghana.""<br /><br />We've tried this at our house both with milk and with water, and thought it very good tasting, sugar not overpowering.<br />Our order was a pack of four, 12  ounces each, nice seal under the plastic lid.<br />Some nutrition facts are:  14 servings of 2 tbsp each per 12 ounce-container...<br />Which works out to: 80 calories per serving,<br /> 5 calories fat, zero transfat, zero saturated fat, and 0.5 gram of fat<br />Zero cholesterol;<br /> 5 mg sodium. (Low)<br />20 grams carb<br /> 2 grams fiber<br />16 grams sugar<br /> 1 gram protein<br />Mixing directions are on the label.  Again, lucky to have this alternative to corn syrup, dry milk, and standard cocoa mixes.  Recommended, and hope you like this, too."
247622,B00654OSRQ,A2JY82S1WPE3BH,EmeraldsAndPearls33,0,0,5,1341532800,An unusual honey and some of the best i've ever had,"Imagine the bitter, savory sweetness of chestnuts. Now soften it and blend it with that familiar honey taste. That's the main notes of this honey - but it's more complex than that. Highly recommended."
513520,B00076KWQY,AQ45L6L74SENG,Sivakumar Subramaniam,0,0,5,1149206400,"We have them at the local grocery store in Independence, MO","We have them at the local HyVee in Independence, MO for $3.89 for the 12 oz bag.  I tasted them for the first time last week and man I am in love!!!  I am already on my second bag.  I hope I can exercise and cut down on other things to keep healthy."
468638,B0058E60RU,AY12DBB0U420B,Gary Peterson,1,1,5,1316563200,A Really Nice Coffee.,"I enjoy whole-bean coffees from all over the world. Costco is my major source for beans and they usually come in three-pound bags. Kirkland Signature is the most common brand, but a few other brands appear from time to time. A problem with Costco is that at any particular time they may have only two or three varieties. But if you come back a month or so later, they still may have only two or three but they will probably be a different two or three. It's something of an adventure and a good way to exp[ore the coffees of the world. Plus, if you find some variety that you really, really like, you may find it available on line, as is this one.<br /><br />Well, here's an excellent coffee. It's a Guatemalan Whole Bean Coffee. Nice aroma, but relatively mild compared to other bagged coffees. Excellent taste, but it's a quite lighter roast than I'm used to. That's OK. I like variety. This one has an excellent coffee taste and is smooth and delicious. It goes down easily, that's for sure. Smooth and mellow. Nice lingering aftertaste. I would think that any coffee lover would find it excellent, but some may expect a deeper, darker roast in a whole bean coffee. For me, this is a really nice coffee.<br /><br />Gary Peterson"
160897,B00141SPH4,AHN86VFJIJ2JP,Chicago Book Addict,1,2,5,1247356800,One of my dog's favorites,"My dog is crazy about these chicken breast strips.  He can be a little finicky when it comes to his food and treats but will never turn down one of these.  Sometimes I'll give him a whole strip at once (although these definitely are not something that take my dog a long time to chew and he wolfs them down pretty quickly) or I will break up into smaller pieces to use for training or to fill his <a href=""http://www.amazon.com/gp/product/B0012V1G0Y"">Everlasting Treat Ball Large</a>.  They have a very strong scent and are very desirable to him so they make his treat balls and other treat filled toys extra appealing.  The only thing I do not care for with this treat is that they are made in China.  Given the recent health scare with dog food I would prefer if they were made domestically but so far my dog is doing very well with these treats as part of his diet.  Highly recommended."
83188,B000WFGOX0,AGPLJLVQ47QLT,Stephanie,1,1,5,1322870400,DOOMHAMMER approved,"I love this brand. If you go to their website, sign up for their newsletters. They'll send you $3.00 off coupons every couple of months or so. No so helpful when purchasing through amazon but helpful if you have a local store with Amazon similar pricing like I do ;)<br /><br />My dog loves this food. I use a spoonful in his dry food every night with some warm water to make it a little soupy for him. I like the ingredients, the way his coat looks, how he NEVER has bad breath or dog farts. Ever."
230915,B001H3V2LK,A2IBJWCA2L4YS0,Suzanne E Hockett,0,0,2,1330819200,Disappointed,"The product arrived in a timely manner, but the taste was not very good.  They did not taste fresh at all - seemed stale.  Would have returned if I had time to get them from another vendor."
187973,B001Q9EGFY,A23TGI02RB7JC,"Marilyn J. Adams ""Marilyn""",0,1,5,1246492800,Excellent and does clean the teeth!,"Before giving these treats to my cat Felix, I wanted to make sure to include a vet's opinion of this product in my review. So, I scheduled an appointment and took Felix and the treats in. Upon inspection of the bag, my vet (Sally Foote) looked closely at the dietary information.<br /><br />Table:<br /><br />Crude Protein:  25%<br />Crude Fat:  08%<br />Crude Fiber:  04%<br />Moisture:  10%<br />Vitamin A:  2,273 IU/lb<br />Vitamin B:  14 IU/lb<br />Zinc  75 mg/kg<br />Taurin:  0.1%<br /><br />While the vet said that the Crude Fat content was a tad higher than she would like to see, the fact that it only had 1.1 calories per treat is very favorable in her opinion.The dental cleaning is a plus and my vet did compliment the product on having that but she also stated that if you are trying to do away with daily brushing, your kitty would have to eat alot of these treats.<br /><br />Now came the real test: Felix himself. When I placed one small treat in my hand and presented it to him, he was hesitant. Sniffing it, he wasn't sure if he should try it or not. At first glance, I would say he hated it but decided to try again when he wasn't distracted by anything. So, after his nap, I presented the treat to him again and this time, he eagerly cleaned it up and wanted more. I ended up feeding him 5 treats and he still wanted more.<br /><br />This morning I found the package that WAS on top of my refridgerator, ripped up and emptied on the floor. I assume he loves them! I'm gonna have to buy more."
499291,B003H8ELYS,A2J08TRRKF0V3M,"tin.man1962 ""tin.man1962""",0,0,5,1348704000,yum yum yum,"Well I have been type two for about two years and have tried about all the candy, cookies, etc. These are by far the best yet! They are almost as good as regular candy! The peanut  butter is smooth and creamy, and the chocolate has a smooth flavor. If you are looking for something to satisfy that chocolate craving, especially with Halloween coming ( it and easter kill me lol ) you will be happy. Now if they can only figure out beer..... ;)"
224782,B000084EHL,A394ODETD69NJP,"Pinatas=Empty Promises ""Live every week like ...",1,1,5,1298073600,Great Dog Food,"This is by far the best dog food I have ever used. My dachshund has one of those ""rare"" coat colors, the product of a gene mutation, which results in short, very fine hair, no undercoat, and occasional bouts of hair loss (when not on the proper diet, apparently.) I had tried a number of foods, both economical and higher end, and not one really seemed to work well, as he also has a weakened immune system and digestive issues. I found this product in my local health food store and decided to try it. It didn't take long before his coat was shiny and practically lush! Its the only food I have tried that has done that. Its easily digestible (they also make one with fewer ingredients that i have since discovered that is great for dogs with allergies) and doesn't leave him lethargic the way some brands did. Its worth every penny."
521280,B002L3RV9C,A1L2489B37FYYN,Francisco,2,2,5,1346630400,wonderful deal!,"we got this coloring for food and play dough making, it is a great set to start and nice colors as well. it arrived on time and were happy that it was as described by seller. will sure get another one soon."
421365,B007RALXIE,ARF034D0KZ2L5,Beanman,0,0,5,1346371200,Best Dried Mushroom Blend,Thank you Amazon and Mushroom House.....we've been looking for a blend of dried mushroom for our daughter and finally found it.  She loves it.
424807,B0041CIP3M,A3CIHP9FFPE9I3,"Susan McIntyre ""Susan McIntyre""",0,0,5,1329955200,Yummy,"I don't cook much and rarely make a meat dish, but I decided it would be fun to try this.  It is very easy to make and it is delicious.  My husband who always says he doesn't like Thai food really enjoyed this dish.  He was very impressed so I didn't tell him how easy it was to make.<br /><br />You just cook your meat (I used round steak) until it is tender, then add the ingredients and there it is an impressive curry dish.  I thought it tasted as good as our local Thai restaurant.  It is not  hot and spicy so if you want it to be spicier you should add some pepper of some kind.<br /><br />Over all I love this product and would buy it again."
176415,B000FDDESC,A10TGMHJU2I8HS,Pierce H. Thompson,1,1,5,1231545600,Best Bread for Grilled Cheese Sandwiches!,"We make this great, tasty bread two or three times a week. It's great for sandwiches -- especially grilled cheese. We also make braided loaves baked free-form to serve as ""pull apart"" bread to serve with soup and salad. However, a tip if you don't use a bread machine. We add a tablespoon of honey and a teaspoon of sugar to the water to proof the yeast then add a teaspoon of regular, not fast-rise, yeast to that provided with the mix. This seems to work better using a KitchenAid to mix and kneed the bread. Bake as directed. The extra east seems to withstand the longer rising time required when using an oven to bake the loaf."
424985,B000F14DA2,AJYE04U15H6HW,Joe A Gillespie,0,0,5,1278806400,GOOD STUFF,this rub is super... its just great... i know people that don't like bbq sauce on their ribs and chicken... and this rub can be used just by its self or with a sauce... its that awesome... its got a great taste to it... not too salty... got a little spice to it too
12166,B00141UC9I,A1DYID4CJR5S01,Joel Simkhai,1,2,5,1213920000,Best dog treats,My dog goes crazy for these. And looking at the ingredients they look good for him too.<br />Joel Simkhai
315180,B000EDDSE8,A30YGYNMR74SAE,"M. Winter ""Home Chef""",3,3,5,1175212800,"M. Winter, Willoughby, Ohio","Love Bob""s Red Mill Organic Golden Flaxseed, and will purchuse it again, it is one of the best product on the market, in my opinion.<br /><br />I use Flaxseed every day, I start my morning with a Oatmeal flax seed muffen that I came up with, I also use it in a lot of my recipies, Good Product, Thanks Bob's Red Mill."
303934,B0025U9YFK,A2SNRRXE9M9ZDY,"Live2Cruise ""Live2Cruise""",4,4,5,1273881600,The only sugar substitute we use,"After realizing how high the calorie content was in our flavored coffee creamer, my husband convinced me to try Truvia with half and half instead.  I was a bit skeptical because I strongly dislike other artificial sweeteners and didn't think this would be much different.  To my surprise, to me it really doesn't taste that much different than sugar.  We use it in our coffee every day.  It is more expensive than other sweeteners, but buying in bulk helps with that part.  For us, it's worth it knowing we're using a sweetener that's low calorie and, most importantly, natural and not chemically-based."
247879,B004T3QMD8,A3VLCQX7NG1N0E,Erin O'Riordan,0,0,5,1320796800,Great Fall Flavor,"I tried this coffee mix both with hot water and hot milk, and it was good either way. It has a delicate spicy flavor,  like a chai, flavorful but not overwhelming. It also builds a nice, foamy head on top, giving it a true latte texture."
1585,B001CWZXIY,A35RLDFXR890JC,A. Morrow,1,1,5,1329264000,My dog now sheds less!,Wish I would have known a long time ago what a difference this dog food makes. My 6 year old Jack Russell has always had the worst shedding problem and I recently read that excessive is a sign of poor nutrition (was feeding her P*urina dog chow). She's only been on this dog food for two weeks and I can noticeably tell a difference in the shedding! She loves the taste and I love the price for such a good quality dog food.
286843,B0001DQLWM,AINFDTBFEM3IZ,"Mapleshade ""Mapleshade""",1,1,5,1326153600,Back to my childhood,"I remembered getting Smarties at the little variety store across the street from my school when I was in the fifth grade. When I saw these, I had to get a box and set them out for my friends when they come to visit. They have been a hit as almost everyone remembers getting them years ago. They are great, just a small sweet yummy treat that brings back memories. I didn't think they were still made. I am very pleased to be able to get them again."
166512,B003AYGMNC,A217R6T57ACF5J,sf,1,1,5,1336694400,My dogs love them,"I bought these for my 10 week old puppy to keep him busy for a little while during dinner or in the morning when I get ready.  I was previously using the N-Bone Puppy Teething rings but these are smaller and less expensive. My puppy can chew through one of the small ones in about 15 minutes but it is made to be eaten.  It keeps him busy for a few minutes, which is nice.  I would reccomend these to keep their attention for a short time.  A lot of other reviews mentioned that there was a strong smell, so I specifically checked this, they do have an odor but I had to hold it to my nose to smell it.  Overall it is a good product."
309094,B000I6NO0Y,A2KF1R3XSSH5AM,linny,1,1,5,1334707200,PG Tips tea 1150 teabags,"WOW WHAT A BARGAIN.  THIS IS THE ONLY TEA WE DRINK AND IT IS ADDICTING.  MY HUSBAND MAKES A 5 BAG POT IN THE MORNING, AND IF WE FINISH IT, I MAKE ANOTHER POT IN THE LATE AFTERNOON (TEA TIME).  What is so good about TIPS, is that you can heat it in the microwave, even after sitting in the pot, with the bags.....and it is never bitter.  I told one of my daughters what a good deal I had found on Amazon with this huge bag of tea......and she said, ""Mom, is it fresh?""  Made me look at the sell-by date and yes it is good until 2013.......It won't last that long;  I will be ordering another one in a few months!  By the way, we started buying the PG Tips Special Blend at a local retail store as Amazon didn't have it....and it is even better...but does cost more."
290792,B005HG9ESG,A2PD27UKAD3Q00,"Wilhelmina Gaudy ""coolartsybabe""",0,0,5,1346630400,Now This IS Water,"Essentia 9.5 pH Drinking Water is the kind of water I've always heard about, a tasteless beverage. Even when I was a little girl and heard someone say water has no taste I would think, ""Yes, it does.""<br /><br />I use a Brita Filter system which is fine for making coffee and tea as well as for cooking. But, it does get annoying spending a chunk of my time everyday filling the pitcher so I'm drinking and using water that smells and tastes like it was scooped from a swimming pool with a spritz of this chemical and a splash of that other one. So keeping some bottles of Essentia 9.5 pH in my refrigerator has it ready to go when all I want to drink is a nice, cold glass of water that refreshes without images of the pool at the gym flashing in my mind.<br /><br />Essentia 9.5 pH gives me exactly what I want. A glass of water that leaves me feeling refreshed and hydrated with no aftertaste."
447729,B002YLG6I8,A3SQDESVE4PKKE,Elisabeth Mead,4,4,5,1296864000,Delicious nutty flavor,"This bread flour is not quite unbleached, not quite whole wheat, but has a wonderful character of its own.  I bake all kinds of bread and rolls several times a week, and I am hooked on this flour.  It's perfect for artisan breads - particularly something like a sourdough or any bread that uses a fermented leavening process.  I'm hooked."
283415,B000LTM29M,A1Y8DL3R6CN3NI,S. A. Spaeth,6,7,5,1221004800,This is the only granola bar I eat!,Oats N Honey is the best flavor full of sweet and very crunchy. The only thing I would think to change are the crumbles that fall when I eat it. But even that I wouldn't change because I love the crunch and love the flavor. Yum!
43002,B002NHYQAS,AHFGCH8LANEZK,Dana G.,0,0,5,1298851200,"Wonderful, smooth dark chocolate!","There isn't much not to like about this bar, except that it seems kind of small for the price.  The chocolate is organic, it's difficult to top that.  No guilt about pesticides, etc.<br /><br />This bar is 54% cacao mass.  Sometimes with a super-dark chocolate the taste is very bitter.  This one is not, it has a nice mellow taste.  It's not sweet, but definitely balanced.  I am a mass-quantity chocolate eater, so that usually means milk chocolate for me.  I do like dark chocolate, but if I had the choice, it would be milk as first choice.  This one is really perfect for me because I can eat this a little bit at a time without feeling like I want to eat it all at once.  In fact, one bar lasted me about five days, which is a seriously long time in my pantry.  At this time of the year, I really need to re-think my chocolate consumption so perhaps this is the way to go, so I will eat less and perhaps enjoy more.<br /><br />The squares on this bar are kind of large, but easily broken up into smaller squares without wasting chocolate. Yes, I worry about wasting my chocolate, even if it is tiny amounts!  Enjoy!"
169343,B001CTO0YA,A3KV6J9PZ361ZT,"Jennifer E. Devich ""kitten15203""",1,1,5,1260748800,Awwesome product.. horrible price,"I typically buy this product at the whole foods store or costco. Recently, I found them for $6.00 for a 48 count box. I stocked up because I rarely find them under $20.00 for a 48 pack.  These are healthier and more filling than typical fruit snacks or fruit roll-ups. Keep your eyes open for better prices on here too!!!"
400555,B0000V8HTU,A1C9Q4FMRTWCDA,"J. K. Jones ""Holding The Light Productions""",0,0,5,1268438400,An Enjoyable Gift!,A friend of mine who knows that I am a big coffee drinker sent me a one pound bag of the dark roast.  Now I know why he is my friend!  I drink a pot of coffee a day (don't tell my wife!).  I tend to lean towards Sumatra or Italian.<br /><br />This has been a nice and enjoyable change for me! Give yourself a treat and try this Kona (You may even want to give it as a gift!)
441666,B002DZIJYE,AA2DI3MX9JCS9,"Siobhan Lo ""siobhan""",0,0,2,1349654400,not like the real thing,"I usually make my own baby food but for convenience I tried a number of these when I went travelling and although she would eat them, (she basically eats anything), she didn't gobble them up like fresh proper food.  I tasted them and they really aren't that nice.  She also started  get diaper rash for the first time ever, every time I fed her these, and it cleared up every time I stopped.<br /><br />Basically they are good if you have no alternative, but nothing beats homemade.  They taste kind of nasty and processed and the kid could tell.  Plus a lot of the nutrients will have been processed out if them in the canning process,  so not the best thing to feed your child long term generally.  Making your food and freezing it isn't so much hassle."
366546,B003ZRZKSW,AJ6SUOD2TE12H,A. ADAMS,0,0,5,1340323200,High Quality A+,"I love shirly temples and have tried several brands, this is the best tasting grenadine I have ever had, I keep in the fridge so it's cold already to add to drinks.  Awesome tasting, even gave some away as teacher gifts for kids teachers this year."
148137,B001BCVDXO,A12D1F0XB6E4PO,BEN,0,0,5,1329264000,"Ill Even Eat it Cold , Out of the Can ! Thats how Good it Is !","I loved this as a kid and I still like it today. What other food on earth could you eat straight cold, out of the can and it STILL tastes good? Its a nice quick meal and fills me up better then a can of soup."
178535,B001NNAUC6,A8ZMZ1FBB5HIM,E. C. Hammill,0,0,5,1264291200,Puppy Love,"My dog loves them, loves them, loves them. The probiotics are a great addition, my big boy has a sensitive system and he can be a bit gassy. A couple of these treats a day and he has been less gassy."
90728,B000HHOKJS,A3VYFQTJN1MYQL,Tom,1,1,2,1293148800,Not as pictured or described.,"Item shown is not what you will get. Its also not one pound. Its in a different package and only weighs 13 oz.. The seller Petco did issue a refund to compensate for weight. If they haven't already, they need to put up the correct packaging and weight. I had ordered 10 packs, so that was about 30 oz less than what I thought I was getting. I like these treats for my dogs and they love them. Very high in protein."
1581,B001CWZXIY,AG6QH4P56CRIO,"Glen M. Couvillion ""Katrina Survivor""",3,3,5,1257292800,My dogs love it!!!,Had been feeding my 3 hounds Purina One (which they liked) and thought I'd try this since it's not much more and I liked the ingredients. They LOVE it and I plan to order more in the future!
409175,B001H9N3BG,A3K0PIQ0R7N055,Gail,1,1,5,1232496000,Best Cookies I have ever had,"If you love espresso, but don't always have time to make a cup, then try these cookies.  I love these cookies.  They taste just like drinking a cup of espresso.  You get 2 hard cookies per individual package.  I love all 4 flavors as I am sure you will."
272442,B004NSKWMQ,AYNAH993VDECT,bsg2004,0,1,5,1324080000,Nice blend of semi-sweet dark chocolate and Sumatran coffee,"This is tasty semi-sweet dark chocolate with grounded Sumatran coffee beans blended in. You definitely crunch the taste and taste the crunch but it is a very mild crunch. The taste is great if you like dark chocolate, coffee and sugar. It has 62% cacao. I liked it!<br /><br />The six-pack of individual bars is wrapped in see-through material as an extra layer of protection but it is easy to open. The color of the paper wrapper looks nice and earthy, it makes it look more fancy in a good way.<br /><br />Nutrition-wise, well this is a dessert. The whole bar is 400 calories. The label has a serving size of half a bar. However, if you have self-control you can easily turn it into eight servings or so.<br /><br />The chocolate bar itself has a design of its own, with the Scharffen logo in the middle. It is not the usual row of squares. This can be a little bit of a challenge if you are planning to share with other people, since you can't just break a square or a row. The design pattern is made of triangles with a trapezoid (parallelogram?) in the middle. It might be easier to try to break it along the grooves of the patterns, resulting in triangle-shaped pieces.<br /><br />Dark chocolate is good for you, but make no mistake, this is a dessert, with 400 calories total, and nearly equal parts fat and sugar :) The whole bar has 32g of sugars, 8g of dietary fiber, 6g of protein, 30g of fat (20g of which are saturated), and 16% iron. A very bright spot: 0% sodium and 0mg cholesterol! (this is by multiplying the serving size by two; actual numbers may vary slightly since they label numbers are rounded)<br /><br />The list of ingredients is so short: cacao beans, sugar, cocoa butter, coffee, non-gmo soy lecithin, and whole vanilla beans.<br /><br />So if you have the discipline to eat only a triangle every time, this is very reasonable nutrition-wise. I do not :)"
132886,B003U1FF0G,A1X0D42Q235S9,"AzNaz ""Azie""",2,2,5,1305417600,It's Official --> I'm a MOM,Who knew I'd ever buy a Tupperware Jell-O mold...but I did and this is THE BEST EVER.<br />Traditional shaped mold with easy-to-open dual sides. I love this set.<br />Perfect for the family and for entertaining and is durable and easy to use and wash.
530163,B000P3L7TA,A26F3YVN2N6QWD,"Joe Unhappy ""Video Junkie""",0,0,5,1212364800,A definite Good deal,A great deal and much cheaper than what the smaller size boxes cost in a Store.
49960,B00430B73W,AZFWJDQFKPDDH,"Alyssa Hethcoat ""Healthy Mommy""",1,1,5,1275609600,"I'm SHOCKED, its SOOOO yummy!","I love coconut and chocolate, but wasn't sure about this bar.  I was SHOCKED about how yummy it was!!!  I have Crohn's disease, and have trouble eating wheat at times.  Coconut oil and sprouted foods are both things that help my digestive system.  This bar had BOTH and was so incredibly tasty!  Many times, I'm hungry and just have nothing that I can snack on to curb my hunger and this did the trick!!!"
381188,B007PTAY2S,AX9X78SE4S6ZA,A. Miller,0,0,5,1333065600,Versatile Healthy Sauce!,"Nacheez is so versatile - it's nice with corn chips of course but it's also great to have some in the cupboard for when I need an instant cheesy sauce to spice things up i.e. on steamed veggies, in rice, on noodles, in soup, etc.  I like the Spicy flavor best (which to me isn't very hot, is actually just right)."
122238,B000F4F94I,A1U2196VGN6GZG,J. Smith,0,0,5,1236211200,The Best Earl Grey Tea,To me there is no other tea than Earl Grey and no other brand matches Twinings.  The price on the package of 6 is the best I've found.
158218,B000VKA92I,A2UNT1V4GVLNZQ,super dooper dog training,0,0,5,1281139200,Recommend for dogs with joint issues,"Last fall, we discovered, after doing x-rays, that our 6 year old dog Dooper has abnormal hips. He used to come up limping after agility and Frisbee catching so that's why we did the x-rays. A canine nutrition specialist recommended using this product to help protect and ease his pain and lubricate his hips. It works! Using it daily, adding to his food, he loves the taste and we see great results. We haven't seen him limp or act ""stiff"" in quite a while, fortunately."
11306,B007XF094W,A1NRHRFRTAE0VH,Philip,0,0,5,1349740800,Delicious and Convenient,"My 22-year old son introduced us to this tea, which is quite refreshing. This powdered version has several virtues over the prepared version. It is much less expensive. It keeps much longer. My son says the taste is equal to or better than the prepared version (he makes it a bit stronger), and I like being able to make it a little weaker and less sweet. It mixes very easily with no powder remaining."
199366,B002CJG2H2,A5TKI7VJSR7H,"Valarie A. Lewis ""V is Me""",3,3,5,1319328000,perfect subscription for the multicat household.,I get this monthly for my dad. He watches over a feral cat colony of about 1 to 2 dozen cats at any given time. He donates a lot of time capturing cats to get them medical attention and have them fixed. He spends his own money on food for the cats. I live two states away but feel I can lend a hand with canned food delivery. Dad is happy to get the support for his cause and the cats get a treat they normally would miss. The wet food makes it easier to catch new cats that turn up so they can be treated and spayed; most important in keeping the colony healthy and small.<br /><br />I call this brand cat Doritos because it is such a treat for them. If you like to stock up and don't want to carry heavy catfood from the car to the pantry then delivery is great! Subscription is especially nice so I don't have to think about it. I have prime so free shipping on monthly or quarterly delivery.
248914,B000F70R9C,AWBP5LV4A4XFS,"Christine Carr Hill ""Sugar free queen""",0,0,5,1273104000,Great tasting tea,"I drink a lot of black flavored teas and I have to put milk into all of them except for this tea, which has such a unique flavor to it.  Just the right touch of sweet and right touch of spice.  Truly a delightful tea."
110419,B00438XVGU,A2M8T2SJ7ZJ11P,Cheryl A. Ciarlo,1,1,5,1316995200,My favorite - Decaf on the go!!,"I love this coffee, and am so happy that I found the Starbucks Via Ready Brew in Decaf on Amazon.  I was already drinking this coffee on a daily basis, but was purchasing it from the local Starbucks stores, and paying a much higher price! And then I found it here on Amazon for a much more reasonable price. Now that I have found the 50 pack online, I am not only saving money, but it is delivered right to my door!  What more could a girl ask for?? :)"
519416,B001IZBH0S,A3DXV2MXPSW1M1,DDIII,1,1,5,1296432000,Best Mint Ever,Tried these for the first time on vacation in Australia.  I could not find them anywhere back home in the states.  Thank you Amazon.  These are the best mints available for my money.  Shipping is prompt.  Items always arrive in perfect condition.  Price is comparable to what I paid in Australia - a bargain.
137022,B002AQP5FW,A1A6B4JQJK0GG0,"John G. Pollard ""jpollardbookseller""",0,0,5,1284249600,tasty cake,"I found this to be a very tasty gluten free cake. I baked it as per directions in  a round pan. The second time I tried one of these, I added a cup of apple sauce to the mix. It produced a moister and tastier cake. I have tried other gluten free cake mixes and I would rate this cake mix to be one of my favorites.  You do have to mix it well and cook it the right amount of time. If you don't mix it well , it wont be as smooth.  I rate this cake at least a 9 out of 10. If you order it on a subscription basis you will pay about $3.00 a box at that price - it's a very good bargain."
245477,B006V79HT6,A2QX7CFEWUUHFF,TriWhit,1,1,5,1332288000,Love Drink Chia!,Drink Chia is delicious and so good for you.  The only downside is having to compete with my children for the drinks!  Thank you for a delicious and nutritious drink for the whole family.
47160,B000XB5ITY,A2LFSGJMQTCMC5,"Dennis A. Mattson ""Realist""",1,1,5,1309824000,Yum YuM YUM,Used to find this everywhere.. Now only on Amazon...  GOOD STUFF !!!  I will gladly spend the extra to have it shipped to me.... Much like my beloved Dukes Mayo..  LOL...
506310,B005HF3XJ8,A36S1JDGK0LOGC,James Cai,1,1,5,1339632000,Best coconut water ever!!!!!!,"I've tried different types of coconut water, and I have to say that this is by far the best in terms of its taste, sweetness and pulp, which some people dont like. But I don't really mind having the pulp since it makes the coconut water taste like ""coconut"". A big thumb up for those who play sports and want to stay hydrated during any regular routine work!!!"
66499,B001FA1DGY,A2OEUROGZDTXUJ,J. Graves,2,3,5,1305244800,Diff'rent Strokes,"I often come across a product that repels me.  Then, occasionally, my taste buds change direction to the point of craving the aforementioned ""repulsion.""  The first time I can remember this phenomenon was with Kombucha.  I hated the vinegary bite, but kept drinking the beverage because of its health benefits.  Now, I have to ration the stuff to protect my wallet.  More recently, I fell into the same trap with this mayo.<br /><br />On first try, I felt like the product simply tasted ""wrong.""  I disliked it, but I'm thrifty; I didn't toss it in the trash.  By the 3rd or 4th try, my brain had accepted that this tasted different.  I began to appreciate the merits the flavor does have.  The texture is different, too.  Most mayonnaise seems more whipped (with air in it).  This is smoother and creamier.  Actually, more like the food prep mayo I used to use when I worked in a deli.<br /><br />I guess another comparison would be with orange drinks.  If you grew up on <a href=""http://www.amazon.com/gp/product/B003VTLPYM"">SunnyD Sunny Delight , Orange, 48-Ounce Single Serve Bottles (Pack of 8)</a>, than fresh squeezed orange juice would seem completely off the mark.  You would, however, come around eventually."
70744,B001EQ5ACC,A3VJ72TDWZ7U5J,Mary,0,0,5,1281052800,Not Gourmet but love it.,"Heinz Salad Cream.<br />It's not gourmet but my husband and I love it. We are both English and grew up in England eating this stuff on our salads.<br />It is not easy to find in New Jersey , so when I saw I could buy it on Amazon , I was thrilled.<br />We have already finished the first bottle , and it is everything we remembered it to be.<br />Recommended to any British person who longs for a taste of home.<br />Mary"
404331,B0010VO7ES,AV5AS2MFN9G7V,"C. Gradis ""Loving my Kindle Fire""",18,19,5,1222646400,"Banana pancakes, a Saturday morning tradition","My family loves Bisquick pancakes.  Most Saturday mornings I take one of these mixes, add an 8 oz bottle of water, mash and add a couple of ripe bananas and make the best pancakes you have ever tasted.<br /><br />The ripeness of the bananas directly effects the taste of the pancakes, they must be ripe.  We take ripe bananas, peel them, bag them and freeze them so that they will be ready for pancake day.  If there is banana juice in the bag be sure to pour it into the mix too.<br /><br />Try it, you'll probably love it.<br /><br />This mix makes enough pancakes for about three adults, maybe a little more."
527333,B000EPR1IK,A1370WMVIXTD6F,L. Corbett,0,0,5,1200096000,Great Taste,"These crackers are a great treat for those who are gluten intolerant as well as those who may be looking for a potato chip substitute.  These rice crackers have good flavor, good crunch and just enough salt."
503849,B000E60TMY,A204MZDLR40JPE,S. Kaplan,2,2,5,1263772800,What's this price??,"Am i nuts or is this price on Amazon way too high, particularly with shipping...<br /><br />Awesome dressing, my wife loves this stuff and then drinks the dressing from the bottom of her bowl.  but shop around for price."
271231,B0009ET7TC,A21HCRHPOAYP2G,JJ,0,0,5,1168473600,Fantastic treat for my diabetic cat!,My cats love them. And they were very helpful in transitioning their diets to all canned food when I found out my one cat was diabetic. He was a dry food addict and dry food/high carb diets are what cause feline diabetes - to bad I didn't know sooner. But these are great treats that don't raise his BS and my non-diabetic loves them too!
21477,B002QWP89S,A3M744ACHT1HGN,"E. Morris Azbill, Jr. ""Bogeyman""",0,0,5,1269043200,Bow Wow Yum,"Both of my dogs will practically sell their souls for a greenie treat.  They know that this is the sign that it is time to go into their crates for the evening and after getting a greenie, they willingly go to bed."
438102,B0000DBN2I,A36XDXJP3B1TNU,Marvin,0,0,5,1325635200,Best tea I had so far :))),"This is the best tea I had so far. 5 stars, Try it!!! you wont regret it!! Citrus, Lemongrass, and licorice root!!"
